id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,iso3,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
554430,HAI-2024-1-17970-36,2024,true,Clear,1,381,381,Haiti: Government,17970,17970,Government of Haiti - Viv Ansanm,6,6,Government of Haiti,9067,9067,Viv Ansanm,1,"""Haiti Libre,2024-11-15,Haiti - News : Zapping…""",Haiti Libre,2024-11-15,Haiti - News : Zapping…,Haiti Libre,1,Port-au-Prince city,Solino,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,2,2024-11-14 00:00:00.000,2024-11-15 00:00:00.000,1,0,0,0,1,1,1,41,
554475,HAI-2024-1-17970-37,2024,true,Clear,1,381,381,Haiti: Government,17970,17970,Government of Haiti - Viv Ansanm,6,6,Government of Haiti,9067,9067,Viv Ansanm,2,"""Haiti Libre,2024-11-19,Haiti - Security : The PNH strengthens its presence in the capital and continues its fight against gangs (Video)"";""Haiti Libre,2024-11-19,Haiti - News : Zapping...""",Haiti Libre;Haiti Libre,2024-11-19;2024-11-19,Haiti - Security : The PNH strengthens its presence in the capital and continues its fight against gangs (Video);Haiti - News : Zapping...,Haiti Libre,1,Port-au-Prince city,"Solino, Bel-Air, Bas-Delmas, Tabarre, Carrefour de l'Aéroport",Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2024-11-18 00:00:00.000,2024-11-18 00:00:00.000,0,3,0,0,3,3,2,41,
553286,HAI-2024-1-17970-32,2024,true,Clear,1,381,381,Haiti: Government,17970,17970,Government of Haiti - Viv Ansanm,6,6,Government of Haiti,9067,9067,Viv Ansanm,3,"""Ayibo Post,2024-11-20,Gangs are acquiring more territory in Haiti despite the presence of Kenyan forces"";""El Nuevo Herald,2024-11-20,La policía y los residentes matan a decenas de pandilleros haitianos tras un ataque en Pétion-Ville  Read more at: https://www.elnuevoherald.com/noticias/america-latina/el-caribe/article295851749.html#storylink=cpy"";""Haiti Libre,2024-11-20,Haiti - FLASH : Attempted takeover of Pétion-ville, at least 28 bandits killed""",Ayibo Post;El Nuevo Herald;Haiti Libre,2024-11-20;2024-11-20;2024-11-20,"Gangs are acquiring more territory in Haiti despite the presence of Kenyan forces;La policía y los residentes matan a decenas de pandilleros haitianos tras un ataque en Pétion-Ville  Read more at: https://www.elnuevoherald.com/noticias/america-latina/el-caribe/article295851749.html#storylink=cpy;Haiti - FLASH : Attempted takeover of Pétion-ville, at least 28 bandits killed","Lionel Lazarre, a police spokesperson.",2,Port-au-Prince city,"PaP

from Valle de Bourdon to Petion Ville

Oasis Hotel on Avenida Panamericana",Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2024-11-19 00:00:00.000,2024-11-19 00:00:00.000,0,10,0,0,10,10,10,41,
553665,HAI-2024-1-17970-34,2024,true,Clear,1,381,381,Haiti: Government,17970,17970,Government of Haiti - Viv Ansanm,6,6,Government of Haiti,9067,9067,Viv Ansanm,1,"""Vant Bef Info,2024-11-22,Opération policière à Delmas : plusieurs bandits tués et une arme à feu saisie""",Vant Bef Info,2024-11-22,Opération policière à Delmas : plusieurs bandits tués et une arme à feu saisie,The Haitian National Police (PNH),1,Port-au-Prince city,Bas-Delmas,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2024-11-22 00:00:00.000,2024-11-22 00:00:00.000,0,3,0,0,3,3,2,41,
554819,HAI-2024-1-17970-39,2024,true,Clear,1,381,381,Haiti: Government,17970,17970,Government of Haiti - Viv Ansanm,6,6,Government of Haiti,9067,9067,Viv Ansanm,1,"""ICI Haiti,2024-11-25,iciHaiti - Kenscoff : 4 bandits fatally injured""",ICI Haiti,2024-11-25,iciHaiti - Kenscoff : 4 bandits fatally injured,Police,2,Kenscoff commune,"Viard, located at the entrance to Montcel, more precisely in Belo (Commune of Kenskoff, West Dept.)",Ouest department,Port-au-Prince arrondissement,18.450000,-72.283333,POINT (-72.283333 18.45),155736,Haiti,HTI,41,Americas,1,1,2024-11-23 00:00:00.000,2024-11-23 00:00:00.000,0,4,0,0,4,4,4,41,
556372,HAI-2024-1-17970-45,2024,true,Clear,1,381,381,Haiti: Government,17970,17970,Government of Haiti - Viv Ansanm,6,6,Government of Haiti,9067,9067,Viv Ansanm,1,"""EFE News Service,2024-11-29,Haitian police raid Barbecue's stronghold, killing 20 gang members and seizing weapons""",EFE News Service,2024-11-29,"Haitian police raid Barbecue's stronghold, killing 20 gang members and seizing weapons",Deputy police spokesman Lionel Lazarre,1,Port-au-Prince city,Bas Delmas,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,2,2024-11-26 00:00:00.000,2024-11-29 00:00:00.000,0,20,0,0,20,20,20,41,
561430,HAI-2024-1-17970-49,2024,true,Clear,1,381,381,Haiti: Government,17970,17970,Government of Haiti - Viv Ansanm,6,6,Government of Haiti,9067,9067,Viv Ansanm,1,"""Haiti Libre,2024-12-08,Haiti - News : Zapping...""",Haiti Libre,2024-12-08,Haiti - News : Zapping...,Haiti Libre,1,Port-au-Prince city,"Carrefoour Samida

-> Solino, PaP",Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2024-12-06 00:00:00.000,2024-12-06 00:00:00.000,2,0,0,0,2,2,2,41,
561582,HAI-2024-1-17970-52,2024,true,Clear,1,381,381,Haiti: Government,17970,17970,Government of Haiti - Viv Ansanm,6,6,Government of Haiti,9067,9067,Viv Ansanm,2,"""Vant Bef Info,2024-12-16,Delmas: PNH repels attack on Bernard Mevs hospital"";""El País,2024-12-28,Hospitales bajo fuego: la violencia de las pandillas pone en jaque al sistema de salud en Haití""",Vant Bef Info;El País,2024-12-16;2024-12-28,Delmas: PNH repels attack on Bernard Mevs hospital;Hospitales bajo fuego: la violencia de las pandillas pone en jaque al sistema de salud en Haití,internal source at the Bernard Mevs hospital; Vant Bef Info,1,Port-au-Prince city,"Bernard Mevs hospital, located in Village Solidarité",Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2024-12-15 00:00:00.000,2024-12-15 00:00:00.000,0,3,0,0,3,3,2,41,
561382,HAI-2024-1-17970-47,2024,true,Clear,1,381,381,Haiti: Government,17970,17970,Government of Haiti - Viv Ansanm,6,6,Government of Haiti,9067,9067,Viv Ansanm,2,"""Dominican Today,2024-12-16,Haiti - FLASH : Hard blow for «Barbecue», the PNH killed his right arm"";""Vant Bef Info,2024-12-15,Police operation: influential gang leader killed by PNH""",Dominican Today;Vant Bef Info,2024-12-16;2024-12-15,"Haiti - FLASH : Hard blow for «Barbecue», the PNH killed his right arm;Police operation: influential gang leader killed by PNH","Lionel Lazarre, Deputy Spokesperson for the PNH",1,Port-au-Prince city,"PaP

Bas-Delmas and Fort National areas",Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2024-12-15 00:00:00.000,2024-12-15 00:00:00.000,0,3,0,0,3,3,2,41,
561591,HAI-2024-1-17970-53,2024,true,Clear,1,381,381,Haiti: Government,17970,17970,Government of Haiti - Viv Ansanm,6,6,Government of Haiti,9067,9067,Viv Ansanm,1,"""Vant Bef Info,2024-12-19,Haiti: Alleged member of Vitelhomme gang shot dead by Commissioner Jean Ernest Muscadin""",Vant Bef Info,2024-12-19,Haiti: Alleged member of Vitelhomme gang shot dead by Commissioner Jean Ernest Muscadin,Vant Bef Info,1,Les Cayes town,Les Cayes,Sud department,Les Cayes arrondissement,18.194827,-73.749849,POINT (-73.749849 18.194827),155733,Haiti,HTI,41,Americas,1,1,2024-12-19 00:00:00.000,2024-12-19 00:00:00.000,0,1,0,0,1,1,1,41,
561488,HAI-2024-1-17970-50,2024,true,Clear,1,381,381,Haiti: Government,17970,17970,Government of Haiti - Viv Ansanm,6,6,Government of Haiti,9067,9067,Viv Ansanm,1,"""Haiti Libre,2024-12-26,Haiti - News : Zapping...""",Haiti Libre,2024-12-26,Haiti - News : Zapping...,PNH,1,Port-au-Prince city,"downtown Port-au-Prince, including at Champ-de-Mars, Oswald Durand Street, Monseigneur-Guilloux Street, Portail Léogâne and Bel-Air",Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2024-12-21 00:00:00.000,2024-12-21 00:00:00.000,0,3,0,0,3,3,2,41,
561383,HAI-2024-1-17970-48,2024,true,Clear,1,381,381,Haiti: Government,17970,17970,Government of Haiti - Viv Ansanm,6,6,Government of Haiti,9067,9067,Viv Ansanm,4,"""ICI Haiti,2024-12-29,iciHaiti - Insecurity : Attack on General Hospital, Death Toll rises"";""Reuters,2024-12-24,Armed men fire on Haiti hospital reopening, killing at least 3"";""Inquirer.net,2024-12-24,Two journalists killed by gangs in Haiti capital – local media group  Read more: https://globalnation.inquirer.net/259181/two-journalists-killed-by-gangs-in-haiti-capital-local-media-group#ixzz8yBWYeSvO Follow us: @inquirerdotnet on Twitter | inquirerdotnet on Facebook"";""Associated Press Newswires,2024-12-27,Haiti’s health minister loses his job after a deadly gang attack on a hospital in the capital""",ICI Haiti;Reuters;Inquirer.net;Associated Press Newswires,2024-12-29;2024-12-24;2024-12-24;2024-12-27,"iciHaiti - Insecurity : Attack on General Hospital, Death Toll rises;Armed men fire on Haiti hospital reopening, killing at least 3;Two journalists killed by gangs in Haiti capital – local media group  Read more: https://globalnation.inquirer.net/259181/two-journalists-killed-by-gangs-in-haiti-capital-local-media-group#ixzz8yBWYeSvO Follow us: @inquirerdotnet on Twitter | inquirerdotnet on Facebook;Haiti’s health minister loses his job after a deadly gang attack on a hospital in the capital","a journalist at the scene who asked not to be named; Leslie Voltaire, who heads Haiti's transitional presidential council; Robest Dimanche, spokesperson for the Online Media Collective; hospital sources",1,Port-au-Prince city,downtown area of the capital Port-au-Prince,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2024-12-24 00:00:00.000,2024-12-24 00:00:00.000,1,0,2,1,4,4,4,41,
561489,HAI-2024-1-17970-51,2024,true,Clear,1,381,381,Haiti: Government,17970,17970,Government of Haiti - Viv Ansanm,6,6,Government of Haiti,9067,9067,Viv Ansanm,1,"""ICI Haiti,2024-12-27,iciHaiti - Cité Soleil : Several bandits killed, weapons and ammunition seized""",ICI Haiti,2024-12-27,"iciHaiti - Cité Soleil : Several bandits killed, weapons and ammunition seized",ICI Haiti,1,Cité Soleil town,Sarthe (Commune of Cité-Soleil),Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2024-12-26 00:00:00.000,2024-12-26 00:00:00.000,0,3,0,0,3,3,3,41,
516282,HAI-2024-3-17971-1,2024,true,Clear,3,9067,16265,Viv Ansanm - Civilians,9067,17971,Viv Ansanm - Civilians,9067,9067,Viv Ansanm,9999,1,Civilians,1,"""ICI Haiti,2024-03-05,iciHaiti - FLASH : Situation Monday in Port-au-Prince""",ICI Haiti,2024-03-05,iciHaiti - FLASH : Situation Monday in Port-au-Prince,ICI Haiti,1,Port-au-Prince city,"Nazon

PaP",Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2024-03-04 00:00:00.000,2024-03-04 00:00:00.000,0,0,0,1,1,1,1,,
515901,HAI-2024-3-17971-29,2024,true,Clear,3,9067,16265,Viv Ansanm - Civilians,9067,17971,Viv Ansanm - Civilians,9067,9067,Viv Ansanm,9999,1,Civilians,1,"""Vant Bef Info,2024-03-11,Consternation à Carrefour suite à la décapitation d’un pasteur""",Vant Bef Info,2024-03-11,Consternation à Carrefour suite à la décapitation d’un pasteur,church faithful,2,Carrefour commune,locality of “Do Karyann” in Carrefour,Ouest department,Port-au-Prince arrondissement,18.460548,-72.412024,POINT (-72.412024 18.460548),155736,Haiti,HTI,41,Americas,1,1,2024-03-08 00:00:00.000,2024-03-08 00:00:00.000,0,0,1,0,1,1,1,,
515902,HAI-2024-3-17971-17,2024,true,Clear,3,9067,16265,Viv Ansanm - Civilians,9067,17971,Viv Ansanm - Civilians,9067,9067,Viv Ansanm,9999,1,Civilians,2,"""Vant Bef Info,2024-03-14,Belle-ville : un enfant de 7 ans tué par balles à la suite d’une attaque armée des hommes de Vitelhomme"";""Réseau National de Défense de Droits Humains - RNDDH,2024-03-06,RNDDH's position on the chaotic situation in Haiti""",Vant Bef Info;Réseau National de Défense de Droits Humains - RNDDH,2024-03-14;2024-03-06,Belle-ville : un enfant de 7 ans tué par balles à la suite d’une attaque armée des hommes de Vitelhomme;RNDDH's position on the chaotic situation in Haiti,"witnesses, neighbors",2,Torcelle town,"Bellevue 13, a district bordering Belle-ville and Torcel",Ouest department,Port-au-Prince arrondissement,18.540880,-72.238850,POINT (-72.23885 18.54088),156456,Haiti,HTI,41,Americas,1,1,2024-03-13 00:00:00.000,2024-03-13 00:00:00.000,0,0,1,0,1,1,1,,
518167,HAI-2024-3-17971-0,2024,true,Clear,3,9067,16265,Viv Ansanm - Civilians,9067,17971,Viv Ansanm - Civilians,9067,9067,Viv Ansanm,9999,1,Civilians,7,"""Réseau National de Défense de Droits Humains - RNDDH,2024-03-06,RNDDH's position on the chaotic situation in Haiti"";""Agence France Presse,2024-03-18,14 bodies found in Haiti capital suburb amid gang violence"";""Associated Press Newswires,2024-03-19,Gangs unleash new attacks on upscale areas in Haiti's capital, with at least a dozen killed nearby"";""EFE News Service,2024-03-19,Violence continues in Haiti ahead of presidential transition"";""Reuters News,2024-03-21,UPDATE 1-Haiti suspected gang members set on fire as conflict spreads to capital suburb"";""International Crisis Group,2024-03-21,Will a New Government Halt Haiti’s Nosedive?"";""Vant Bef Info,2024-03-18,Haïti-Insécurité: Environ une dizaine de cadavres découverts à Pétion-Ville""",Réseau National de Défense de Droits Humains - RNDDH;Agence France Presse;Associated Press Newswires;EFE News Service;Reuters News;International Crisis Group;Vant Bef Info,2024-03-06;2024-03-18;2024-03-19;2024-03-19;2024-03-21;2024-03-21;2024-03-18,"RNDDH's position on the chaotic situation in Haiti;14 bodies found in Haiti capital suburb amid gang violence;Gangs unleash new attacks on upscale areas in Haiti's capital, with at least a dozen killed nearby;Violence continues in Haiti ahead of presidential transition;UPDATE 1-Haiti suspected gang members set on fire as conflict spreads to capital suburb;Will a New Government Halt Haiti’s Nosedive?;Haïti-Insécurité: Environ une dizaine de cadavres découverts à Pétion-Ville",AFP reporter; witnesses,1,Pétion-Ville town,Petion-Ville,Ouest department,Port-au-Prince arrondissement,18.512541,-72.285219,POINT (-72.285219 18.512541),156456,Haiti,HTI,41,Americas,1,1,2024-03-18 00:00:00.000,2024-03-18 00:00:00.000,0,0,0,14,14,14,14,,
518177,HAI-2024-3-17971-2,2024,true,Clear,3,9067,16265,Viv Ansanm - Civilians,9067,17971,Viv Ansanm - Civilians,9067,9067,Viv Ansanm,9999,1,Civilians,4,"""EFE News Service,2024-03-20,Bloody scenes give way to day of relative calm in Haiti"";""Reuters News,2024-03-21,UPDATE 1-Haiti suspected gang members set on fire as conflict spreads to capital suburb"";""Haiti Libre,2024-03-19,Haiti - FLASH : Corpses litter the streets of Pétion-ville"";""National Human Rights Defense Network (RNDDH),2024-04-10,A catastrophic human rights situation from January to March 2024: RNDDH alerts the public April 10,""",EFE News Service;Reuters News;Haiti Libre;National Human Rights Defense Network (RNDDH),2024-03-20;2024-03-21;2024-03-19;2024-04-10,"Bloody scenes give way to day of relative calm in Haiti;UPDATE 1-Haiti suspected gang members set on fire as conflict spreads to capital suburb;Haiti - FLASH : Corpses litter the streets of Pétion-ville;A catastrophic human rights situation from January to March 2024: RNDDH alerts the public April 10,",Haitian National Police,2,Port-au-Prince city,sectors of Laboule and Thomassin,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2024-03-18 00:00:00.000,2024-03-18 00:00:00.000,0,0,0,3,3,3,2,,
563765,HAI-2024-3-17971-30,2024,true,Clear,3,9067,16265,Viv Ansanm - Civilians,9067,17971,Viv Ansanm - Civilians,9067,9067,Viv Ansanm,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2024-08-15,Murders, Rapes, Looting, and Arson in Carrefour and Gressier Under the Indifferent Gaze of the New State Authorities""",National Human Rights Defense Network (RNDDH),2024-08-15,"Murders, Rapes, Looting, and Arson in Carrefour and Gressier Under the Indifferent Gaze of the New State Authorities",RNDDH,2,Carrefour commune,Rivière Froide,Ouest department,Port-au-Prince arrondissement,18.460548,-72.412024,POINT (-72.412024 18.460548),155736,Haiti,HTI,41,Americas,1,1,2024-03-21 00:00:00.000,2024-03-21 00:00:00.000,0,0,2,0,2,2,2,,
518203,HAI-2024-3-17971-25,2024,true,Clear,3,9067,16265,Viv Ansanm - Civilians,9067,17971,Viv Ansanm - Civilians,9067,9067,Viv Ansanm,9999,1,Civilians,3,"""Haiti Libre,2024-04-02,Haiti - News : Zapping..."";""Reuters News,2024-04-01,Panic in Haiti's capital as wild shooting fills streets"";""Vant Bef Info,2024-04-01,Haïti-insécurité : encore des morts à Pétion Ville""",Haiti Libre;Reuters News;Vant Bef Info,2024-04-02;2024-04-01;2024-04-01,Haiti - News : Zapping...;Panic in Haiti's capital as wild shooting fills streets;Haïti-insécurité : encore des morts à Pétion Ville,media; Vant Bef Info,1,Pétion-Ville town,"Petion-Ville

corner of Vilate and Metellus streets",Ouest department,Port-au-Prince arrondissement,18.512541,-72.285219,POINT (-72.285219 18.512541),156456,Haiti,HTI,41,Americas,1,2,2024-03-31 00:00:00.000,2024-04-01 00:00:00.000,0,0,0,4,4,4,4,,
563402,HAI-2024-3-17971-18,2024,true,Clear,3,9067,16265,Viv Ansanm - Civilians,9067,17971,Viv Ansanm - Civilians,9067,9067,Viv Ansanm,9999,1,Civilians,1,"""BINUH,2024-06-30,QUARTERLY REPORT ON THE HUMAN RIGHTS SITUATION IN HAITI  April - June 2024 """,BINUH,2024-06-30,QUARTERLY REPORT ON THE HUMAN RIGHTS SITUATION IN HAITI  April - June 2024,BINUH,2,Cité Soleil town,Cité Soleil,Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,2,5,2024-04-01 00:00:00.000,2024-06-30 00:00:00.000,0,0,0,28,28,28,28,,
563409,HAI-2024-3-17971-19.1,2024,true,Clear,3,9067,16265,Viv Ansanm - Civilians,9067,17971,Viv Ansanm - Civilians,9067,9067,Viv Ansanm,9999,1,Civilians,1,"""BINUH,2024-06-30,QUARTERLY REPORT ON THE HUMAN RIGHTS SITUATION IN HAITI  April - June 2024 """,BINUH,2024-06-30,QUARTERLY REPORT ON THE HUMAN RIGHTS SITUATION IN HAITI  April - June 2024,BINUH,2,Tabarre commune,Tabarre,Ouest department,Port-au-Prince arrondissement,18.583330,-72.266670,POINT (-72.26667 18.58333),156456,Haiti,HTI,41,Americas,2,5,2024-04-01 00:00:00.000,2024-06-30 00:00:00.000,0,0,5,0,5,5,5,,
563413,HAI-2024-3-17971-19.2,2024,true,Clear,3,9067,16265,Viv Ansanm - Civilians,9067,17971,Viv Ansanm - Civilians,9067,9067,Viv Ansanm,9999,1,Civilians,1,"""BINUH,2024-06-30,QUARTERLY REPORT ON THE HUMAN RIGHTS SITUATION IN HAITI  April - June 2024 """,BINUH,2024-06-30,QUARTERLY REPORT ON THE HUMAN RIGHTS SITUATION IN HAITI  April - June 2024,BINUH,1,Pétion-Ville town,Petion Ville,Ouest department,Port-au-Prince arrondissement,18.512541,-72.285219,POINT (-72.285219 18.512541),156456,Haiti,HTI,41,Americas,2,5,2024-04-01 00:00:00.000,2024-06-30 00:00:00.000,0,0,5,0,5,5,5,,
518675,HAI-2024-3-17971-24,2024,true,Clear,3,9067,16265,Viv Ansanm - Civilians,9067,17971,Viv Ansanm - Civilians,9067,9067,Viv Ansanm,9999,1,Civilians,2,"""Haiti Libre,2024-04-13,Haiti - News : Zapping..."";""Constant Haiti,2024-04-11,Insécurité : Nouvelle attaque des bandits à Cabaret, plusieurs morts signalés""",Haiti Libre;Constant Haiti,2024-04-13;2024-04-11,"Haiti - News : Zapping...;Insécurité : Nouvelle attaque des bandits à Cabaret, plusieurs morts signalés",Haiti Libre,2,Cabaret commune,"public market of Cabaret Archaie, (West Department)",Ouest department,Arcahaie arrondissement,18.733333,-72.416667,POINT (-72.416667 18.733333),156456,Haiti,HTI,41,Americas,1,1,2024-04-11 00:00:00.000,2024-04-11 00:00:00.000,0,0,0,9,9,9,0,,
563757,HAI-2024-3-17971-28,2024,true,Clear,3,9067,16265,Viv Ansanm - Civilians,9067,17971,Viv Ansanm - Civilians,9067,9067,Viv Ansanm,9999,1,Civilians,2,"""National Human Rights Defense Network (RNDDH),2024-08-15,Murders, Rapes, Looting, and Arson in Carrefour and Gressier Under the Indifferent Gaze of the New State Authorities"";""Telepluriel,2024-04-19,Actualité à la une : Journée de terreur le jeudi 18 avril 2024 à Carrefour. Les gangs armés ont attaqué le commissariat de police couramment appelé Oméga. Au moins 7 personnes dont deux policiers ont été tuées à Waney 93""",National Human Rights Defense Network (RNDDH);Telepluriel,2024-08-15;2024-04-19,"Murders, Rapes, Looting, and Arson in Carrefour and Gressier Under the Indifferent Gaze of the New State Authorities;Actualité à la une : Journée de terreur le jeudi 18 avril 2024 à Carrefour. Les gangs armés ont attaqué le commissariat de police couramment appelé Oméga. Au moins 7 personnes dont deux policiers ont été tuées à Waney 93",RNDDH,2,Carrefour commune,Carrefour,Ouest department,Port-au-Prince arrondissement,18.460548,-72.412024,POINT (-72.412024 18.460548),155736,Haiti,HTI,41,Americas,1,1,2024-04-18 00:00:00.000,2024-04-18 00:00:00.000,0,0,0,6,6,6,6,,
565632,HAI-2024-3-17971-47,2024,true,Clear,3,9067,16265,Viv Ansanm - Civilians,9067,17971,Viv Ansanm - Civilians,9067,9067,Viv Ansanm,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2024-08-15,Murders, Rapes, Looting, and Arson in Carrefour and Gressier Under the Indifferent Gaze of the New State Authorities""",National Human Rights Defense Network (RNDDH),2024-08-15,"Murders, Rapes, Looting, and Arson in Carrefour and Gressier Under the Indifferent Gaze of the New State Authorities",RNDDH,2,Gressier commune,"Bwa Boko, Gressier",Ouest department,Port-au-Prince arrondissement,18.550000,-72.516667,POINT (-72.516667 18.55),156455,Haiti,HTI,41,Americas,1,4,2024-05-01 00:00:00.000,2024-05-31 00:00:00.000,0,0,1,0,1,1,1,,
563771,HAI-2024-3-17971-31,2024,true,Clear,3,9067,16265,Viv Ansanm - Civilians,9067,17971,Viv Ansanm - Civilians,9067,9067,Viv Ansanm,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2024-08-15,Murders, Rapes, Looting, and Arson in Carrefour and Gressier Under the Indifferent Gaze of the New State Authorities""",National Human Rights Defense Network (RNDDH),2024-08-15,"Murders, Rapes, Looting, and Arson in Carrefour and Gressier Under the Indifferent Gaze of the New State Authorities",RNDDH,2,Carrefour commune,Mariani,Ouest department,Port-au-Prince arrondissement,18.460548,-72.412024,POINT (-72.412024 18.460548),155736,Haiti,HTI,41,Americas,1,1,2024-05-04 00:00:00.000,2024-05-04 00:00:00.000,0,0,1,0,1,1,0,,
563726,HAI-2024-3-17971-32,2024,true,Clear,3,9067,16265,Viv Ansanm - Civilians,9067,17971,Viv Ansanm - Civilians,9067,9067,Viv Ansanm,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2024-08-15,Murders, Rapes, Looting, and Arson in Carrefour and Gressier Under the Indifferent Gaze of the New State Authorities""",National Human Rights Defense Network (RNDDH),2024-08-15,"Murders, Rapes, Looting, and Arson in Carrefour and Gressier Under the Indifferent Gaze of the New State Authorities",RNDDH; Police,2,Gressier commune,Gressier,Ouest department,Port-au-Prince arrondissement,18.550000,-72.516667,POINT (-72.516667 18.55),156455,Haiti,HTI,41,Americas,1,1,2024-05-10 00:00:00.000,2024-05-10 00:00:00.000,0,0,6,0,6,6,6,,
563732,HAI-2024-3-17971-26,2024,true,Clear,3,9067,16265,Viv Ansanm - Civilians,9067,17971,Viv Ansanm - Civilians,9067,9067,Viv Ansanm,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2024-08-15,Murders, Rapes, Looting, and Arson in Carrefour and Gressier Under the Indifferent Gaze of the New State Authorities""",National Human Rights Defense Network (RNDDH),2024-08-15,"Murders, Rapes, Looting, and Arson in Carrefour and Gressier Under the Indifferent Gaze of the New State Authorities","interim executive agent of the commune, Jean Vladimir BERTRAND",2,Gressier commune,Gressier,Ouest department,Port-au-Prince arrondissement,18.550000,-72.516667,POINT (-72.516667 18.55),156455,Haiti,HTI,41,Americas,1,1,2024-05-11 00:00:00.000,2024-05-11 00:00:00.000,0,0,1,0,1,1,1,,
565564,HAI-2024-3-17971-37,2024,true,Clear,3,9067,16265,Viv Ansanm - Civilians,9067,17971,Viv Ansanm - Civilians,9067,9067,Viv Ansanm,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2024-08-15,Murders, Rapes, Looting, and Arson in Carrefour and Gressier Under the Indifferent Gaze of the New State Authorities""",National Human Rights Defense Network (RNDDH),2024-08-15,"Murders, Rapes, Looting, and Arson in Carrefour and Gressier Under the Indifferent Gaze of the New State Authorities",RNDDH,2,Gressier commune,commune of Gressier,Ouest department,Port-au-Prince arrondissement,18.550000,-72.516667,POINT (-72.516667 18.55),156455,Haiti,HTI,41,Americas,1,1,2024-05-12 00:00:00.000,2024-05-12 00:00:00.000,0,0,2,0,2,2,2,,
565566,HAI-2024-3-17971-38,2024,true,Clear,3,9067,16265,Viv Ansanm - Civilians,9067,17971,Viv Ansanm - Civilians,9067,9067,Viv Ansanm,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2024-08-15,Murders, Rapes, Looting, and Arson in Carrefour and Gressier Under the Indifferent Gaze of the New State Authorities""",National Human Rights Defense Network (RNDDH),2024-08-15,"Murders, Rapes, Looting, and Arson in Carrefour and Gressier Under the Indifferent Gaze of the New State Authorities",RNDDH,2,Gressier commune,"Bwa Boko, near the Gressier Market",Ouest department,Port-au-Prince arrondissement,18.550000,-72.516667,POINT (-72.516667 18.55),156455,Haiti,HTI,41,Americas,1,2,2024-05-12 00:00:00.000,2024-05-13 00:00:00.000,0,0,1,0,1,1,1,,
