id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,iso3,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
510186,HAI-2023-3-911-7.3,2023,true,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""The National Human Rights Defense Network (RNDDH),2023-05-09,The reign of Prime Minister Ariel HENRY Or The fury of the armed gangs""",The National Human Rights Defense Network (RNDDH),2023-05-09,The reign of Prime Minister Ariel HENRY Or The fury of the armed gangs,RNDDH,1,Port-au-Prince city,Bel-Air,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2023-03-08 00:00:00.000,2023-03-08 00:00:00.000,0,0,1,0,1,1,1,41,
510187,HAI-2023-3-911-7.4,2023,true,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""The National Human Rights Defense Network (RNDDH),2023-05-09,The reign of Prime Minister Ariel HENRY Or The fury of the armed gangs""",The National Human Rights Defense Network (RNDDH),2023-05-09,The reign of Prime Minister Ariel HENRY Or The fury of the armed gangs,RNDDH,1,Port-au-Prince city,Bel-Air,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2023-03-08 00:00:00.000,2023-03-08 00:00:00.000,0,0,1,0,1,1,1,41,
510188,HAI-2023-3-911-7.5,2023,true,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""The National Human Rights Defense Network (RNDDH),2023-05-09,The reign of Prime Minister Ariel HENRY Or The fury of the armed gangs""",The National Human Rights Defense Network (RNDDH),2023-05-09,The reign of Prime Minister Ariel HENRY Or The fury of the armed gangs,RNDDH,1,Port-au-Prince city,Bel-Air,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2023-03-12 00:00:00.000,2023-03-12 00:00:00.000,0,0,1,0,1,1,1,41,
510426,HAI-2023-3-911-9.1,2023,true,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""RNDDH,2023-07-13,The resurgence of acts against lives and property: RNDDH urges police authorities to act.""",RNDDH,2023-07-13,The resurgence of acts against lives and property: RNDDH urges police authorities to act.,"RNDDH, residents",5,Croix-des-Bouquets commune,Lilavois 11,Ouest department,Croix-des-Bouquets arrondissement,18.606567,-72.222182,POINT (-72.222182 18.606567),156456,Haiti,HTI,41,Americas,1,1,2023-07-06 00:00:00.000,2023-07-06 00:00:00.000,0,0,0,0,0,1,0,41,
563134,HAI-2024-3-911-3,2024,true,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""UN Integrated Office in Haiti (BINUH),2024-04-19,QUARTERLY REPORT ON THE HUMAN RIGHTS SITUATION IN HAITI""",UN Integrated Office in Haiti (BINUH),2024-04-19,QUARTERLY REPORT ON THE HUMAN RIGHTS SITUATION IN HAITI,BINUH,1,Cité Soleil town,Drouillard neighborhood (Cité Soleil),Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2024-03-14 00:00:00.000,2024-03-14 00:00:00.000,0,0,0,0,0,2,0,41,
563429,HAI-2024-3-911-4,2024,true,Clear,3,6,444,Government of Haiti - Civilians,6,911,Government of Haiti - Civilians,6,6,Government of Haiti,9999,1,Civilians,1,"""BINUH,2024-06-30,QUARTERLY REPORT ON THE HUMAN RIGHTS SITUATION IN HAITI  April - June 2024 """,BINUH,2024-06-30,QUARTERLY REPORT ON THE HUMAN RIGHTS SITUATION IN HAITI  April - June 2024,BINUH,6,Haiti,Haiti,,,19.000000,-72.416700,POINT (-72.4167 19),157176,Haiti,HTI,41,Americas,2,5,2024-04-01 00:00:00.000,2024-06-30 00:00:00.000,0,0,45,0,45,45,45,41,
193462,HAI-1991-2-376-2,1991,true,Clear,2,5508,4898,Supporters of Jean-Bertrand Aristide - Supporters of Roger Lafontant,5508,5508,Supporters of Jean-Bertrand Aristide - Supporters of Roger Lafontant,850,850,Supporters of Jean-Bertrand Aristide,851,851,Supporters of Roger Lafontant,4,"""Reuters,1991-01-09,CURFEW CLAMPED ON TENSE HAITIAN CAPITAL AFTER ABORTED COUP."";""The Globe and Mail,1991-01-08,Haitian army foils coup attempt Feared Duvalier loyalist arrested after hiding in elevator"";""The Globe and Mail,1991-01-09,Calm returns to Haiti after failed coup attempt 40 people shot, stoned or hacked to death by vengeful mobs"";""Keesing's record of World Events News Digest ,1991-01-31,Keesing's record of World Events News Digest for January 1991""",Reuters;The Globe and Mail;The Globe and Mail;Keesing's record of World Events News Digest,1991-01-09;1991-01-08;1991-01-09;1991-01-31,"CURFEW CLAMPED ON TENSE HAITIAN CAPITAL AFTER ABORTED COUP.;Haitian army foils coup attempt Feared Duvalier loyalist arrested after hiding in elevator;Calm returns to Haiti after failed coup attempt 40 people shot, stoned or hacked to death by vengeful mobs;Keesing's record of World Events News Digest for January 1991",local radio / witnesses / independent TV station /diplomats,1,Port-au-Prince city,Port-au-prince,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,1991-01-07 00:00:00.000,1991-01-07 00:00:00.000,0,0,0,40,40,50,37,,
354746,HAI-2020-3-16462-9,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2020-08-13,Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil""",National Human Rights Defense Network (RNDDH),2020-08-13,"Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil","Several official sources, as well as testimony from witnesses",1,Cité Soleil town,"Cité Soleil, Port-au-Prince",Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,2,4,2020-06-01 00:00:00.000,2020-06-30 00:00:00.000,0,0,1,0,1,1,1,,
354692,HAI-2020-3-16462-2,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2020-08-13,Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil""",National Human Rights Defense Network (RNDDH),2020-08-13,"Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil","Several official sources, as well as testimony from witnesses.",1,Cité Soleil town,"Cité Soleil, Port-au-Prince",Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2020-06-03 00:00:00.000,2020-06-03 00:00:00.000,0,0,3,0,3,3,3,,
354695,HAI-2020-3-16462-3,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2020-08-13,Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil""",National Human Rights Defense Network (RNDDH),2020-08-13,"Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil","Several official sources, as well as testimony from witnesses.",1,Cité Soleil town,"Cité Soleil, Port-au-Prince",Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2020-06-10 00:00:00.000,2020-06-10 00:00:00.000,0,0,1,0,1,1,1,,
354696,HAI-2020-3-16462-4,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2020-08-13,Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil""",National Human Rights Defense Network (RNDDH),2020-08-13,"Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil","Several official sources, as well as testimony from witnesses.",1,Cité Soleil town,"Cité Soleil, Port-au-Prince",Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2020-06-13 00:00:00.000,2020-06-13 00:00:00.000,0,0,1,0,1,1,1,,
354738,HAI-2020-3-16462-5,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2020-08-13,Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil""",National Human Rights Defense Network (RNDDH),2020-08-13,"Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil","Several official sources, as well as testimony from witnesses",1,Cité Soleil town,"Cité Soleil, Port-au-Prince",Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2020-06-16 00:00:00.000,2020-06-16 00:00:00.000,0,0,3,0,3,3,3,,
354739,HAI-2020-3-16462-6,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2020-08-13,Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil""",National Human Rights Defense Network (RNDDH),2020-08-13,"Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil","Several official sources, as well as testimony from witnesses.",1,Cité Soleil town,"Cité Soleil, Port-au-Prince",Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2020-06-25 00:00:00.000,2020-06-25 00:00:00.000,0,0,1,0,1,1,1,,
354742,HAI-2020-3-16462-7,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2020-08-13,Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil""",National Human Rights Defense Network (RNDDH),2020-08-13,"Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil","Several official sources, as well as testimony from witnesses.",1,Cité Soleil town,"Cité Soleil, Port-au-Prince",Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2020-06-26 00:00:00.000,2020-06-26 00:00:00.000,0,0,2,0,2,2,2,,
354745,HAI-2020-3-16462-8,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2020-08-13,Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil""",National Human Rights Defense Network (RNDDH),2020-08-13,"Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil","Several official sources, as well as testimony from witnesses.",1,Cité Soleil town,"Cité Soleil, Port-au-Prince",Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2020-06-28 00:00:00.000,2020-06-28 00:00:00.000,0,0,1,0,1,1,1,,
354751,HAI-2020-3-16462-12,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2020-08-13,Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil""",National Human Rights Defense Network (RNDDH),2020-08-13,"Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil","Several official sources, as well as testimony from witnesses",1,Cité Soleil town,"Cité Soleil, Port-au-Prince",Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2020-07-01 00:00:00.000,2020-07-01 00:00:00.000,0,0,3,0,3,3,3,,
354809,HAI-2020-3-16462-31,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2020-08-13,Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil""",National Human Rights Defense Network (RNDDH),2020-08-13,"Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil","Several official sources, as well as testimony from witnesses.",1,Cité Soleil town,Cité Soleil,Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,2,4,2020-07-01 00:00:00.000,2020-07-31 00:00:00.000,0,0,39,0,39,39,39,,
354750,HAI-2020-3-16462-11,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2020-08-13,Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil""",National Human Rights Defense Network (RNDDH),2020-08-13,"Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil","Several official sources, as well as testimony from witnesses.",1,Cité Soleil town,"Cité Soleil, Port-au-Prince",Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2020-07-02 00:00:00.000,2020-07-02 00:00:00.000,0,0,2,0,2,2,2,,
354753,HAI-2020-3-16462-13,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2020-08-13,Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil""",National Human Rights Defense Network (RNDDH),2020-08-13,"Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil","Several official sources, as well as testimony from witnesses",1,Cité Soleil town,"Cité Soleil, Port-au-Prince",Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2020-07-03 00:00:00.000,2020-07-03 00:00:00.000,0,0,11,0,11,11,11,,
354755,HAI-2020-3-16462-14,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2020-08-13,Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil""",National Human Rights Defense Network (RNDDH),2020-08-13,"Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil","Several official sources, as well as testimony from witnesses.",1,Cité Soleil town,"Cité Soleil, Port-au-Prince",Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2020-07-04 00:00:00.000,2020-07-04 00:00:00.000,0,0,7,0,7,7,7,,
354760,HAI-2020-3-16462-16,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2020-08-13,Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil""",National Human Rights Defense Network (RNDDH),2020-08-13,"Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil","Several official sources, as well as testimony from witnesses.",1,Cité Soleil town,"Cité Soleil, Port-au-Prince",Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2020-07-06 00:00:00.000,2020-07-06 00:00:00.000,0,0,1,0,1,1,1,,
354761,HAI-2020-3-16462-17,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2020-08-13,Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil""",National Human Rights Defense Network (RNDDH),2020-08-13,"Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil","Several official sources, as well as testimony from witnesses.",1,Cité Soleil town,Cité Soleil,Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2020-07-07 00:00:00.000,2020-07-07 00:00:00.000,0,0,2,0,2,2,2,,
354762,HAI-2020-3-16462-18,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2020-08-13,Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil""",National Human Rights Defense Network (RNDDH),2020-08-13,"Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil","Several official sources, as well as testimony from witnesses.",1,Cité Soleil town,Cité Soleil,Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2020-07-08 00:00:00.000,2020-07-08 00:00:00.000,0,0,1,0,1,1,1,,
354763,HAI-2020-3-16462-19,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2020-08-13,Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil""",National Human Rights Defense Network (RNDDH),2020-08-13,"Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil","Several official sources, as well as testimony from witnesses.",1,Cité Soleil town,Cité Soleil,Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2020-07-10 00:00:00.000,2020-07-10 00:00:00.000,0,0,1,0,1,1,1,,
354764,HAI-2020-3-16462-20,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2020-08-13,Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil""",National Human Rights Defense Network (RNDDH),2020-08-13,"Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil","Several official sources, as well as testimony from witnesses.",1,Cité Soleil town,Cité Soleil,Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,2,1,2020-07-11 00:00:00.000,2020-07-11 00:00:00.000,0,0,4,0,4,4,4,,
354765,HAI-2020-3-16462-21,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2020-08-13,Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil""",National Human Rights Defense Network (RNDDH),2020-08-13,"Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil","Several official sources, as well as testimony from witnesses",1,Cité Soleil town,Cité Soleil,Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2020-07-12 00:00:00.000,2020-07-12 00:00:00.000,0,0,6,0,6,6,6,,
354767,HAI-2020-3-16462-23,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2020-08-13,Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil""",National Human Rights Defense Network (RNDDH),2020-08-13,"Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil","Several official sources, as well as testimony from witnesses.",1,Cité Soleil town,Cité Soleil,Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2020-07-16 00:00:00.000,2020-07-16 00:00:00.000,0,0,1,0,1,1,1,,
354771,HAI-2020-3-16462-25,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2020-08-13,Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil""",National Human Rights Defense Network (RNDDH),2020-08-13,"Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil","Several official sources, as well as testimony from witnesses.",1,Cité Soleil town,Cité Soleil,Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2020-07-19 00:00:00.000,2020-07-19 00:00:00.000,0,0,2,2,4,4,4,,
354772,HAI-2020-3-16462-26,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2020-08-13,Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil""",National Human Rights Defense Network (RNDDH),2020-08-13,"Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil","Several official sources, as well as testimony from witnesses.",1,Cité Soleil town,Cité Soleil,Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2020-07-20 00:00:00.000,2020-07-20 00:00:00.000,0,0,3,0,3,3,3,,
354774,HAI-2020-3-16462-27,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2020-08-13,Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil""",National Human Rights Defense Network (RNDDH),2020-08-13,"Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil","Several official sources, as well as testimony from witnesses.",1,Cité Soleil town,Cité Soleil,Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2020-07-23 00:00:00.000,2020-07-23 00:00:00.000,0,0,1,0,1,1,1,,
354775,HAI-2020-3-16462-28,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2020-08-13,Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil""",National Human Rights Defense Network (RNDDH),2020-08-13,"Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil","Several official sources, as well as testimony from witnesses.",1,Cité Soleil town,Cité Soleil,Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2020-07-25 00:00:00.000,2020-07-25 00:00:00.000,0,0,1,0,1,1,1,,
354778,HAI-2020-3-16462-29,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2020-08-13,Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil""",National Human Rights Defense Network (RNDDH),2020-08-13,"Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil","Several official sources, as well as testimony from witnesses.",1,Cité Soleil town,Cité Soleil,Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2020-07-27 00:00:00.000,2020-07-27 00:00:00.000,0,0,1,0,1,1,1,,
354780,HAI-2020-3-16462-30,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2020-08-13,Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil""",National Human Rights Defense Network (RNDDH),2020-08-13,"Assassinations, Ambushes, Hostage-taking, Rape, Fires, Raids: The authorities in power have installed terror in Cité Soleil","Several official sources, as well as testimony from witnesses.",1,Cité Soleil town,Cité Soleil,Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2020-07-28 00:00:00.000,2020-07-28 00:00:00.000,0,0,1,0,1,1,1,,
407045,HAI-2020-3-16462-35,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES""",RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES,RNDDH report,1,Port-au-Prince city,Bel Air,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2020-08-27 00:00:00.000,2020-08-27 00:00:00.000,0,0,1,0,1,1,1,,
407047,HAI-2020-3-16462-36,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES""",RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES,RNDDH report,1,Port-au-Prince city,Bel Air,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2020-08-27 00:00:00.000,2020-08-27 00:00:00.000,0,0,3,0,3,3,3,,
