id,year,conflict_dset_id,conflict_new_id,dyad_new_id,dyad_name,side_a,side_b,number_of_sources,source_office,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,event_clarity,date_prec,date_event,total_deaths_best_estimate
372171,2020,7793,15080,16462,G9 - Civilians,G9,Civilians,3,Haiti Libre;ICI Haiti;ICI Haiti,"Haiti - FLASH : Kidnapped, tortured, raped and killed the young student Sincère found in a landfill;iciHaiti - Insecurity : The RNDDH denounces the involvement of the G9 in the assassination of Evelyne Sincère;iciHaiti - Assassination of Evelyne Sincère : G9 thugs collaborate with the PNH and arrest «Kiki»","Family members, RNDDH (Human Rights NGO in Haiti)",2,Port-au-Prince city,Port au Prince or Delmas,Ouest department,Port-au-Prince arrondissement,"375,1736111","-235,6388889",POINT (-72.335 18.53917),156456,Haiti,1,2,2020-10-29 00:00:00.000,1
372172,2020,7793,15080,16462,G9 - Civilians,G9,Civilians,1,Haiti Pros Info,A young schoolboy and an adult murdered in Bel-Air by the '' Krache dife '' gang,Witnesses,1,Port-au-Prince city,Bel-Air,Ouest department,Port-au-Prince arrondissement,"375,1736111","-235,6388889",POINT (-72.335 18.53917),156456,Haiti,1,1,2020-12-15 00:00:00.000,2
407061,2020,7793,15080,16462,G9 - Civilians,G9,Civilians,1,RNDDH,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES,RNDDH report,1,Port-au-Prince city,Bel Air,Ouest department,Port-au-Prince arrondissement,"375,1736111","-235,6388889",POINT (-72.335 18.53917),156456,Haiti,1,1,2020-12-15 00:00:00.000,2
354735,2020,7886,15167,16576,"Delmas 19 gang , Delmas 6 gang, Delmas 95 gang, Nan Barozi gang, Nan Belekou gang, Nan Boston gang, Nan Chabón, Nan Ti Bwa gang, Pilate Base gang, Simon Pele gang, Wharf de Jeremie gang - Civilians","Delmas 19 gang , Delmas 6 gang, Delmas 95 gang, Nan Barozi gang, Nan Belekou gang, Nan Boston gang, Nan Chabón, Nan Ti Bwa gang, Pilate Base gang, Simon Pele gang, Wharf de Jeremie gang",Civilians,1,National Human Rights Defense Network (RNDDH),Attacks on deprived neighborhoods: The RNDDH demands the end of the protection of armed gangs by the authorities in power,"Several official sources, as well as testimony from witnesses.",1,Cité Soleil town,"Cité Soleil, Port-au-Prince",Ouest department,Port-au-Prince arrondissement,"402,0395833","-233,4770833",POINT (-72.331887 18.577857),156456,Haiti,2,2,2020-05-23 00:00:00.000,5
354717,2020,7886,15167,16576,"Delmas 19 gang , Delmas 6 gang, Delmas 95 gang, Nan Barozi gang, Nan Belekou gang, Nan Boston gang, Nan Chabón, Nan Ti Bwa gang, Pilate Base gang, Simon Pele gang, Wharf de Jeremie gang - Civilians","Delmas 19 gang , Delmas 6 gang, Delmas 95 gang, Nan Barozi gang, Nan Belekou gang, Nan Boston gang, Nan Chabón, Nan Ti Bwa gang, Pilate Base gang, Simon Pele gang, Wharf de Jeremie gang",Civilians,1,National Human Rights Defense Network (RNDDH),Attacks on deprived neighborhoods: The RNDDH demands the end of the protection of armed gangs by the authorities in power,"Several official sources, as well as testimony from witnesses.",1,Cité Soleil town,"Fort Dimanche in Cité Soleil, Port-au-Prince",Ouest department,Port-au-Prince arrondissement,"402,0395833","-233,4770833",POINT (-72.331887 18.577857),156456,Haiti,1,1,2020-05-23 00:00:00.000,1
354727,2020,7886,15167,16576,"Delmas 19 gang , Delmas 6 gang, Delmas 95 gang, Nan Barozi gang, Nan Belekou gang, Nan Boston gang, Nan Chabón, Nan Ti Bwa gang, Pilate Base gang, Simon Pele gang, Wharf de Jeremie gang - Civilians","Delmas 19 gang , Delmas 6 gang, Delmas 95 gang, Nan Barozi gang, Nan Belekou gang, Nan Boston gang, Nan Chabón, Nan Ti Bwa gang, Pilate Base gang, Simon Pele gang, Wharf de Jeremie gang",Civilians,1,National Human Rights Defense Network (RNDDH),Attacks on deprived neighborhoods: The RNDDH demands the end of the protection of armed gangs by the authorities in power,"Several official sources, as well as testimony from witnesses.",1,Cité Soleil town,"Cité Soleil, Port-au-Prince",Ouest department,Port-au-Prince arrondissement,"402,0395833","-233,4770833",POINT (-72.331887 18.577857),156456,Haiti,1,1,2020-05-24 00:00:00.000,18
354732,2020,7886,15167,16576,"Delmas 19 gang , Delmas 6 gang, Delmas 95 gang, Nan Barozi gang, Nan Belekou gang, Nan Boston gang, Nan Chabón, Nan Ti Bwa gang, Pilate Base gang, Simon Pele gang, Wharf de Jeremie gang - Civilians","Delmas 19 gang , Delmas 6 gang, Delmas 95 gang, Nan Barozi gang, Nan Belekou gang, Nan Boston gang, Nan Chabón, Nan Ti Bwa gang, Pilate Base gang, Simon Pele gang, Wharf de Jeremie gang",Civilians,1,National Human Rights Defense Network (RNDDH),Attacks on deprived neighborhoods: The RNDDH demands the end of the protection of armed gangs by the authorities in power,"Several official sources, as well as testimony from witnesses.",1,Cité Soleil town,"Cité Soleil, Port-au-Prince",Ouest department,Port-au-Prince arrondissement,"402,0395833","-233,4770833",POINT (-72.331887 18.577857),156456,Haiti,1,1,2020-05-25 00:00:00.000,1
354733,2020,7886,15167,16576,"Delmas 19 gang , Delmas 6 gang, Delmas 95 gang, Nan Barozi gang, Nan Belekou gang, Nan Boston gang, Nan Chabón, Nan Ti Bwa gang, Pilate Base gang, Simon Pele gang, Wharf de Jeremie gang - Civilians","Delmas 19 gang , Delmas 6 gang, Delmas 95 gang, Nan Barozi gang, Nan Belekou gang, Nan Boston gang, Nan Chabón, Nan Ti Bwa gang, Pilate Base gang, Simon Pele gang, Wharf de Jeremie gang",Civilians,1,National Human Rights Defense Network (RNDDH),Attacks on deprived neighborhoods: The RNDDH demands the end of the protection of armed gangs by the authorities in power,"Several official sources, as well as testimony from witnesses.",1,Cité Soleil town,"Nan Brooklyn in Cité Soleil, Port-au-Prince",Ouest department,Port-au-Prince arrondissement,"402,0395833","-233,4770833",POINT (-72.331887 18.577857),156456,Haiti,1,1,2020-05-26 00:00:00.000,5
354734,2020,7886,15167,16576,"Delmas 19 gang , Delmas 6 gang, Delmas 95 gang, Nan Barozi gang, Nan Belekou gang, Nan Boston gang, Nan Chabón, Nan Ti Bwa gang, Pilate Base gang, Simon Pele gang, Wharf de Jeremie gang - Civilians","Delmas 19 gang , Delmas 6 gang, Delmas 95 gang, Nan Barozi gang, Nan Belekou gang, Nan Boston gang, Nan Chabón, Nan Ti Bwa gang, Pilate Base gang, Simon Pele gang, Wharf de Jeremie gang",Civilians,1,National Human Rights Defense Network (RNDDH),Attacks on deprived neighborhoods: The RNDDH demands the end of the protection of armed gangs by the authorities in power,"Several official sources, as well as testimony from witnesses",1,Cité Soleil town,"Nan Brooklyn in Cité Soleil, Port-au-Prince",Ouest department,Port-au-Prince arrondissement,"402,0395833","-233,4770833",POINT (-72.331887 18.577857),156456,Haiti,1,1,2020-05-27 00:00:00.000,4
407194,2020,7889,15300,16737,400 Mawozo  - Civilians,400 Mawozo,Civilians,1,Haiti Press Network,Haïti-Sécurité : Une fusillade à Ganthier fait deux morts dont un nourrisson,witnesses,1,Ganthier town,in the town of Ganthier,Ouest department,Croix-des-Bouquets arrondissement,"368,925","-46,68402778",POINT (-72.062905 18.530172),156456,Haiti,1,1,2020-08-03 00:00:00.000,2
392786,2021,6,444,911,Government of Haiti - Civilians,Government of Haiti,Civilians,1,Haiti Infos Pro,Police operation: at least three corpses identified at Portail Léogane,witnesses,1,Port-au-Prince city,"Portail Léogane, Port-au-Prince 

>>There is another Portail Leogane near Jacmel in the Sud department, but this event took place in Port-au-Prince",Ouest department,Port-au-Prince arrondissement,"375,1736111","-235,6388889",POINT (-72.335 18.53917),156456,Haiti,1,1,2021-03-11 00:00:00.000,3
404464,2021,6,444,911,Government of Haiti - Civilians,Government of Haiti,Civilians,1,Van Bef Info,"A mechanic shot dead in the city center, a soldier pointed out",eyewitnesses,1,Port-au-Prince city,"rue du Champ-de-Mars, in downtown Montreal, P-a-P",Ouest department,Port-au-Prince arrondissement,"375,1736111","-235,6388889",POINT (-72.335 18.53917),156456,Haiti,1,1,2021-05-08 00:00:00.000,1
407063,2021,7793,15080,16462,G9 - Civilians,G9,Civilians,1,RNDDH,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES,RNDDH report,1,Port-au-Prince city,Bel Air,Ouest department,Port-au-Prince arrondissement,"375,1736111","-235,6388889",POINT (-72.335 18.53917),156456,Haiti,1,1,2021-04-01 00:00:00.000,8
407422,2021,7793,15080,16462,G9 - Civilians,G9,Civilians,1,RNDDH,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES,RNDDH report,1,Cité Soleil town,Cité Soleil,Ouest department,Port-au-Prince arrondissement,"402,0395833","-233,4770833",POINT (-72.331887 18.577857),156456,Haiti,1,1,2021-04-26 00:00:00.000,22
407423,2021,7793,15080,16462,G9 - Civilians,G9,Civilians,1,RNDDH,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES,RNDDH report,1,Cité Soleil town,Cité Soleil,Ouest department,Port-au-Prince arrondissement,"402,0395833","-233,4770833",POINT (-72.331887 18.577857),156456,Haiti,1,1,2021-05-01 00:00:00.000,14
407065,2021,7793,15080,16462,G9 - Civilians,G9,Civilians,1,RNDDH,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES,RNDDH report,1,Port-au-Prince city,Bel Air,Ouest department,Port-au-Prince arrondissement,"375,1736111","-235,6388889",POINT (-72.335 18.53917),156456,Haiti,1,1,2021-05-10 00:00:00.000,7
407619,2021,7793,15080,16462,G9 - Civilians,G9,Civilians,2,RNDDH;Vant Bef Info,DARK NIGHT IN PORT-AU-PRINCE AND DELMAS: RNDDH CALLS FOR POPULAR MOBILIZATION;Des cadavres éparpillés à Port-au-Prince,RNDDH report,1,Delmas town,Delmas 32,Ouest department,Port-au-Prince arrondissement,"387,1347222","-208,5506944",POINT (-72.295993 18.556394),156456,Haiti,1,1,2021-06-29 00:00:00.000,15
407620,2021,7793,15080,16462,G9 - Civilians,G9,Civilians,3,Vant Bef Info;Vant Bef Info;RNDDH,Des cadavres éparpillés à Port-au-Prince;Le journaliste Diego Charles et la militante Antoinette Duclair abattus à Christ-Roi;DARK NIGHT IN PORT-AU-PRINCE AND DELMAS: RNDDH CALLS FOR POPULAR MOBILIZATION,RNDDH report,1,Port-au-Prince city,"Acacia Street, Christ-Roi",Ouest department,Port-au-Prince arrondissement,"375,1736111","-235,6388889",POINT (-72.335 18.53917),156456,Haiti,1,1,2021-06-29 00:00:00.000,3
395045,2021,7889,15300,16737,400 Mawozo  - Civilians,400 Mawozo,Civilians,1,Haiti Infos Pro,"New operation of the ""400 mawozo"" in Croix-des-Bouquets, one dead, one kidnapped",witnesses,5,Morne a Cabrit mountain,"Croix-des-Bouquets, at the bottom of Morne à Cabri.",Ouest department,Croix-des-Bouquets arrondissement,"569,56875","-232,7784722",POINT (-72.330881 18.819099),156456,Haiti,1,1,2021-05-03 00:00:00.000,1
422107,2021,7889,15300,16737,400 Mawozo  - Civilians,400 Mawozo,Civilians,2,Haiti Standard;Vant Bef Info,Croix-des-Bouquets (West): entrepreneur Jose Pablo Sylvain shot dead in Santo;Haiti-Insecurity: A businessman killed in Croix-des-Bouquets,police,2,Croix-des-Bouquets town,Santo in the commune of Croix-des-Bouquets,Ouest department,Croix-des-Bouquets arrondissement,"404,0416667","-162,9243056",POINT (-72.230291 18.58074),156456,Haiti,1,1,2021-09-09 00:00:00.000,1
423416,2021,7889,15300,16737,400 Mawozo  - Civilians,400 Mawozo,Civilians,2,Haiti Libre;Vant Bef Info,Haiti - FLASH : The renowned sculptor Anderson Belony assassinated in the Village of Noailles;Haiti: The artistic village of Noailles invaded by armed individuals,,1,Noailles village,artisanal village of Noailles (Croix-des-Bouquets),Ouest department,Croix-des-Bouquets arrondissement,"397,6145833","-162,5118056",POINT (-72.2296977 18.571485),156456,Haiti,1,1,2021-10-12 00:00:00.000,1
423667,2021,7889,15300,16737,400 Mawozo  - Civilians,400 Mawozo,Civilians,1,ICI Haiti,"iciHaiti - Croix-des-Bouquets : A family targeted, a 7-year-old American child killed",,5,Croix-des-Bouquets commune,Croix-des-Bouquets,Ouest department,Croix-des-Bouquets arrondissement,"421,9770833","-157,2930556",POINT (-72.222182 18.606567),156456,Haiti,1,1,2021-11-09 00:00:00.000,1
423668,2021,7889,15300,16737,400 Mawozo  - Civilians,400 Mawozo,Civilians,1,ICI Haiti,"iciHaiti - Croix-des-Bouquets : A family targeted, a 7-year-old American child killed",,5,Croix-des-Bouquets commune,Croix-des-Bouquet,Ouest department,Croix-des-Bouquets arrondissement,"421,9770833","-157,2930556",POINT (-72.222182 18.606567),156456,Haiti,1,1,2021-11-09 00:00:00.000,1
407418,2021,16812,15353,16812,G9 - G-Pep,G9,G-Pep,1,RNDDH,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES,RNDDH report,1,Cité Soleil town,Cité Soleil,Ouest department,Port-au-Prince arrondissement,"402,0395833","-233,4770833",POINT (-72.331887 18.577857),156456,Haiti,1,1,2021-01-28 00:00:00.000,2
407419,2021,16812,15353,16812,G9 - G-Pep,G9,G-Pep,1,RNDDH,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES,RNDDH report,1,Cité Soleil town,Cité Soleil,Ouest department,Port-au-Prince arrondissement,"402,0395833","-233,4770833",POINT (-72.331887 18.577857),156456,Haiti,1,1,2021-02-03 00:00:00.000,1
407420,2021,16812,15353,16812,G9 - G-Pep,G9,G-Pep,1,RNDDH,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES,RNDDH report,1,Cité Soleil town,Cité Soleil,Ouest department,Port-au-Prince arrondissement,"402,0395833","-233,4770833",POINT (-72.331887 18.577857),156456,Haiti,1,1,2021-02-25 00:00:00.000,3
407421,2021,16812,15353,16812,G9 - G-Pep,G9,G-Pep,1,RNDDH,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES,RNDDH report,1,Cité Soleil town,Cité Soleil,Ouest department,Port-au-Prince arrondissement,"402,0395833","-233,4770833",POINT (-72.331887 18.577857),156456,Haiti,1,1,2021-04-25 00:00:00.000,1
395047,2021,16812,15353,16812,G9 - G-Pep,G9,G-Pep,1,Vant Bef Info,Armed violence in Cité Soleil: At least 3 dead and several injured,official sources,1,Cité Soleil town,Cité Soleil,Ouest department,Port-au-Prince arrondissement,"402,0395833","-233,4770833",POINT (-72.331887 18.577857),156456,Haiti,1,1,2021-04-26 00:00:00.000,3
407424,2021,16812,15353,16812,G9 - G-Pep,G9,G-Pep,2,RNDDH;Haiti Infos Pro,"MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES;Cité-Soleil and the armed gangs, a marriage that still lasts",RNDDH report,1,Cité Soleil town,Cité Soleil,Ouest department,Port-au-Prince arrondissement,"402,0395833","-233,4770833",POINT (-72.331887 18.577857),156456,Haiti,1,1,2021-05-12 00:00:00.000,15
407429,2021,16812,15353,16812,G9 - G-Pep,G9,G-Pep,1,Vant Bef Info,Haiti / Insecurity: 2 people die during a clash between armed gangs in Cité Soleil,,1,Cité Soleil town,Cité Soleil,Ouest department,Port-au-Prince arrondissement,"402,0395833","-233,4770833",POINT (-72.331887 18.577857),156456,Haiti,1,1,2021-05-29 00:00:00.000,2
407841,2021,16812,15353,16812,G9 - G-Pep,G9,G-Pep,1,Fondasyon Je Klere,Communiqué / Situation de terreur dans la région métropolitaine : La FJKL appelle les autorités au respect de leur obligation de protéger les droits des citoyens/citoyennes,,1,Cité Soleil town,"Brooklyn neighborhood, Cité Soleil",Ouest department,Port-au-Prince arrondissement,"402,0395833","-233,4770833",POINT (-72.331887 18.577857),156456,Haiti,1,1,2021-06-25 00:00:00.000,25
432892,2022,6,444,911,Government of Haiti - Civilians,Government of Haiti,Civilians,3,Haiti Libre;Haiti Libre;Reuters,"Haiti - FLASH : Demonstration, 4 journalists injured including one fatally;Haiti - Justice : Death of Journalist Maxihen Lazzare, police could be involved;Haiti police open fire on demonstrators, one journalist killed",,1,Port-au-Prince city,Port-au-Prince,Ouest department,Port-au-Prince arrondissement,"375,1736111","-235,6388889",POINT (-72.335 18.53917),156456,Haiti,1,1,2022-02-23 00:00:00.000,1
445215,2022,7793,15080,16462,G9 - Civilians,G9,Civilians,1,Vant Bef Info,Port-au-Prince: Une personne tuée suite à une tentative de kidnapping,police,1,Port-au-Prince city,"rue du Quai, not far from the Banque République d'Haiti (BRH)",Ouest department,Port-au-Prince arrondissement,"375,1736111","-235,6388889",POINT (-72.335 18.53917),156456,Haiti,1,1,2022-04-06 00:00:00.000,1
467267,2022,7793,15080,16462,G9 - Civilians,G9,Civilians,1,National Human Rights Defense Network (RNDDH),Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities,,5,Croix-des-Bouquets commune,Carrefour Shada,Ouest department,Croix-des-Bouquets arrondissement,"421,9770833","-157,2930556",POINT (-72.222182 18.606567),156456,Haiti,1,1,2022-04-24 00:00:00.000,1
467268,2022,7793,15080,16462,G9 - Civilians,G9,Civilians,1,National Human Rights Defense Network (RNDDH),Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities,,1,Croix-des-Missions town,Croix-des-Missions,Ouest department,Port-au-Prince arrondissement,"415,1875","-201,0416667",POINT (-72.28518 18.59679),156456,Haiti,1,1,2022-04-24 00:00:00.000,2
467269,2022,7793,15080,16462,G9 - Civilians,G9,Civilians,1,National Human Rights Defense Network (RNDDH),Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities,,1,Croix-des-Missions town,Croix-des-Missions,Ouest department,Port-au-Prince arrondissement,"415,1875","-201,0416667",POINT (-72.28518 18.59679),156456,Haiti,1,1,2022-04-24 00:00:00.000,1
467271,2022,7793,15080,16462,G9 - Civilians,G9,Civilians,1,National Human Rights Defense Network (RNDDH),Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities,,1,Croix-des-Missions town,Croix-des-Missions,Ouest department,Port-au-Prince arrondissement,"415,1875","-201,0416667",POINT (-72.28518 18.59679),156456,Haiti,1,1,2022-04-24 00:00:00.000,1
467094,2022,7793,15080,16462,G9 - Civilians,G9,Civilians,2,National Human Rights Defense Network (RNDDH);National Human Rights Defense Network (RNDDH),Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities;Violent clashes between armed gangs: RNDDH demands protection of the Haitian population,,5,Croix-des-Bouquets commune,Croix-des-mission,Ouest department,Croix-des-Bouquets arrondissement,"421,9770833","-157,2930556",POINT (-72.222182 18.606567),156456,Haiti,2,4,2022-04-24 00:00:00.000,27
467063,2022,7793,15080,16462,G9 - Civilians,G9,Civilians,1,National Human Rights Defense Network (RNDDH),Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities,,5,Croix-des-Bouquets commune,"Wout te is in Shada, croix-des-bouquets",Ouest department,Croix-des-Bouquets arrondissement,"421,9770833","-157,2930556",POINT (-72.222182 18.606567),156456,Haiti,1,1,2022-04-25 00:00:00.000,1
467292,2022,7793,15080,16462,G9 - Civilians,G9,Civilians,1,National Human Rights Defense Network (RNDDH),Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities,,5,Croix-des-Bouquets commune,"Korido Djo, Shada",Ouest department,Croix-des-Bouquets arrondissement,"421,9770833","-157,2930556",POINT (-72.222182 18.606567),156456,Haiti,1,1,2022-04-25 00:00:00.000,1
467293,2022,7793,15080,16462,G9 - Civilians,G9,Civilians,1,National Human Rights Defense Network (RNDDH),Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities,,1,Butte Boyer town,Butte Boyer,Ouest department,Port-au-Prince arrondissement,"414,4631944","-195,2284722",POINT (-72.276809 18.595747),156456,Haiti,1,1,2022-04-25 00:00:00.000,1
467064,2022,7793,15080,16462,G9 - Civilians,G9,Civilians,1,National Human Rights Defense Network (RNDDH),Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities,,5,Croix-des-Bouquets commune,Croix-des-bouquets,Ouest department,Croix-des-Bouquets arrondissement,"421,9770833","-157,2930556",POINT (-72.222182 18.606567),156456,Haiti,1,1,2022-04-26 00:00:00.000,2
467294,2022,7793,15080,16462,G9 - Civilians,G9,Civilians,1,National Human Rights Defense Network (RNDDH),Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities,,5,Croix-des-Bouquets commune,Shada,Ouest department,Croix-des-Bouquets arrondissement,"421,9770833","-157,2930556",POINT (-72.222182 18.606567),156456,Haiti,1,1,2022-04-27 00:00:00.000,1
445209,2022,7793,15080,16462,G9 - Civilians,G9,Civilians,1,Vant Bef Info,Haïti : Protestation à Solino contre l’assassinat de deux personnes,"neighbors, witnesses",1,Cité Soleil town,"district of Drouillard, commune of Cité-Soleil",Ouest department,Port-au-Prince arrondissement,"402,0395833","-233,4770833",POINT (-72.331887 18.577857),156456,Haiti,1,1,2022-05-10 00:00:00.000,2
450906,2022,7793,15080,16462,G9 - Civilians,G9,Civilians,1,Haiti Libre,Haiti - FLASH : Two young journalists killed in Cité-Soleil,,1,Cité Soleil town,Cite Soleil,Ouest department,Port-au-Prince arrondissement,"402,0395833","-233,4770833",POINT (-72.331887 18.577857),156456,Haiti,1,1,2022-09-11 00:00:00.000,2
467275,2022,7889,15300,16737,400 Mawozo  - Civilians,400 Mawozo,Civilians,1,National Human Rights Defense Network (RNDDH),Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities,,1,Croix-des-Missions town,"Croix-des-Missions, Anba Mapou area # 3.",Ouest department,Port-au-Prince arrondissement,"415,1875","-201,0416667",POINT (-72.28518 18.59679),156456,Haiti,1,1,2022-04-24 00:00:00.000,1
467272,2022,7889,15300,16737,400 Mawozo  - Civilians,400 Mawozo,Civilians,1,National Human Rights Defense Network (RNDDH),Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities,,1,Croix-des-Missions town,Croix-des-Missions,Ouest department,Port-au-Prince arrondissement,"415,1875","-201,0416667",POINT (-72.28518 18.59679),156456,Haiti,1,1,2022-04-24 00:00:00.000,1
467237,2022,7889,15300,16737,400 Mawozo  - Civilians,400 Mawozo,Civilians,1,National Human Rights Defense Network (RNDDH),Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities,,1,Croix-des-Missions town,"Croix-des-Missions, Anba Mapou area;",Ouest department,Port-au-Prince arrondissement,"415,1875","-201,0416667",POINT (-72.28518 18.59679),156456,Haiti,1,1,2022-04-24 00:00:00.000,1
467202,2022,7889,15300,16737,400 Mawozo  - Civilians,400 Mawozo,Civilians,1,National Human Rights Defense Network (RNDDH),Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities,,1,Croix-des-Missions town,Croix-des-Missions,Ouest department,Port-au-Prince arrondissement,"415,1875","-201,0416667",POINT (-72.28518 18.59679),156456,Haiti,1,1,2022-04-24 00:00:00.000,2
467206,2022,7889,15300,16737,400 Mawozo  - Civilians,400 Mawozo,Civilians,1,National Human Rights Defense Network (RNDDH),Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities,,1,Croix-des-Missions town,Croix-des-Missions,Ouest department,Port-au-Prince arrondissement,"415,1875","-201,0416667",POINT (-72.28518 18.59679),156456,Haiti,1,1,2022-04-24 00:00:00.000,2
467296,2022,7889,15300,16737,400 Mawozo  - Civilians,400 Mawozo,Civilians,1,National Human Rights Defense Network (RNDDH),Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities,,1,Croix-des-Missions town,"# 12, Ti Ginen, Croix-des-Missions",Ouest department,Port-au-Prince arrondissement,"415,1875","-201,0416667",POINT (-72.28518 18.59679),156456,Haiti,1,1,2022-04-24 00:00:00.000,1
467297,2022,7889,15300,16737,400 Mawozo  - Civilians,400 Mawozo,Civilians,1,National Human Rights Defense Network (RNDDH),Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities,RNDDH,1,Croix-des-Missions town,"Mission Cross, Anba Mapou area, #3",Ouest department,Port-au-Prince arrondissement,"415,1875","-201,0416667",POINT (-72.28518 18.59679),156456,Haiti,1,1,2022-04-24 00:00:00.000,1
467057,2022,7889,15300,16737,400 Mawozo  - Civilians,400 Mawozo,Civilians,1,National Human Rights Defense Network (RNDDH),Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities,,1,Butte Boyer town,Butte Boyer,Ouest department,Port-au-Prince arrondissement,"414,4631944","-195,2284722",POINT (-72.276809 18.595747),156456,Haiti,1,1,2022-04-24 00:00:00.000,1
467058,2022,7889,15300,16737,400 Mawozo  - Civilians,400 Mawozo,Civilians,1,National Human Rights Defense Network (RNDDH),Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities,,1,Croix-des-Missions town,croix-des-missions,Ouest department,Port-au-Prince arrondissement,"415,1875","-201,0416667",POINT (-72.28518 18.59679),156456,Haiti,1,1,2022-04-24 00:00:00.000,0
467059,2022,7889,15300,16737,400 Mawozo  - Civilians,400 Mawozo,Civilians,1,National Human Rights Defense Network (RNDDH),Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities,,2,Tabarre commune,grey river,Ouest department,Port-au-Prince arrondissement,"405,8402778","-188,1875",POINT (-72.26667 18.58333),156456,Haiti,1,1,2022-04-24 00:00:00.000,2
467062,2022,7889,15300,16737,400 Mawozo  - Civilians,400 Mawozo,Civilians,1,National Human Rights Defense Network (RNDDH),Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities,,5,Croix-des-Bouquets commune,Shada,Ouest department,Croix-des-Bouquets arrondissement,"421,9770833","-157,2930556",POINT (-72.222182 18.606567),156456,Haiti,2,4,2022-04-24 00:00:00.000,1
467066,2022,7889,15300,16737,400 Mawozo  - Civilians,400 Mawozo,Civilians,1,National Human Rights Defense Network (RNDDH),Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities,,1,Butte Boyer town,Butte Boyer,Ouest department,Port-au-Prince arrondissement,"414,4631944","-195,2284722",POINT (-72.276809 18.595747),156456,Haiti,1,1,2022-04-24 00:00:00.000,1
467067,2022,7889,15300,16737,400 Mawozo  - Civilians,400 Mawozo,Civilians,1,National Human Rights Defense Network (RNDDH),Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities,,1,Butte Boyer town,Butte Boyer,Ouest department,Port-au-Prince arrondissement,"414,4631944","-195,2284722",POINT (-72.276809 18.595747),156456,Haiti,1,1,2022-04-24 00:00:00.000,1
467068,2022,7889,15300,16737,400 Mawozo  - Civilians,400 Mawozo,Civilians,1,National Human Rights Defense Network (RNDDH),Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities,,1,Butte Boyer town,Butte Boyer,Ouest department,Port-au-Prince arrondissement,"414,4631944","-195,2284722",POINT (-72.276809 18.595747),156456,Haiti,1,1,2022-04-24 00:00:00.000,2
467069,2022,7889,15300,16737,400 Mawozo  - Civilians,400 Mawozo,Civilians,1,National Human Rights Defense Network (RNDDH),Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities,,1,Butte Boyer town,Butte Boyer,Ouest department,Port-au-Prince arrondissement,"414,4631944","-195,2284722",POINT (-72.276809 18.595747),156456,Haiti,1,1,2022-04-24 00:00:00.000,2
